YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2010/07,False Alarm,Bronx,796,04:33
2010/07,False Alarm,Staten Island,243,04:13
2010/07,False Alarm,Brooklyn,600,04:05
2010/07,False Alarm,Queens,735,04:24
2010/07,Medical Emergencies,Citywide,19900,04:19
2010/07,Medical Emergencies,Manhattan,5397,04:18
2010/07,Medical Emergencies,Bronx,3733,04:30
2010/07,Medical Emergencies,Staten Island,943,04:39
2010/07,Medical Emergencies,Brooklyn,5678,03:56
2010/07,Medical Emergencies,Queens,4149,04:39
2010/07,Medical False Alarm,Citywide,479,04:17
2010/07,Medical False Alarm,Manhattan,124,04:05
2010/07,Medical False Alarm,Bronx,97,04:49
2010/07,Medical False Alarm,Staten Island,14,03:41
2010/07,Medical False Alarm,Brooklyn,129,03:58
2010/07,Medical False Alarm,Queens,115,04:28
2010/07,NonMedical Emergencies,Citywide,20230,05:04
2010/07,NonMedical Emergencies,Manhattan,5340,05:06
2010/07,NonMedical Emergencies,Bronx,4526,05:25
2010/07,NonMedical Emergencies,Staten Island,946,04:57
2010/07,NonMedical Emergencies,Brooklyn,5608,04:35
2010/07,NonMedical Emergencies,Queens,3810,05:21
2010/07,NonStructural Fires,Citywide,2077,04:28
2010/07,NonStructural Fires,Manhattan,377,04:05
2010/07,NonStructural Fires,Bronx,367,04:31
2010/07,NonStructural Fires,Staten Island,171,04:49
2010/07,NonStructural Fires,Brooklyn,658,04:11
2010/07,NonStructural Fires,Queens,504,05:01
2010/07,Structural Fires,Citywide,2094,04:00
2010/07,Structural Fires,Manhattan,491,04:02
2010/07,Structural Fires,Bronx,441,04:10
2010/07,Structural Fires,Staten Island,93,04:23
2010/07,Structural Fires,Brooklyn,682,03:35
2010/07,Structural Fires,Queens,387,04:24
2010/08,All Fire/Emergency Incidents,Citywide,42639,04:32
2010/08,All Fire/Emergency Incidents,Manhattan,11203,04:35
2010/08,All Fire/Emergency Incidents,Bronx,8478,04:45
2010/08,All Fire/Emergency Incidents,Staten Island,2090,04:37
2010/08,All Fire/Emergency Incidents,Brooklyn,12018,04:06
2010/08,All Fire/Emergency Incidents,Queens,8850,04:48
2010/08,False Alarm,Citywide,2524,04:17
2010/08,False Alarm,Manhattan,479,04:32
2010/08,False Alarm,Bronx,657,04:35
2010/08,False Alarm,Staten Island,210,04:15
2010/08,False Alarm,Brooklyn,522,03:49
2010/08,False Alarm,Queens,656,04:13
2010/08,Medical Emergencies,Citywide,18933,04:15
2010/08,Medical Emergencies,Manhattan,5122,04:18
2010/08,Medical Emergencies,Bronx,3446,04:27
2010/08,Medical Emergencies,Staten Island,837,04:34
2010/08,Medical Emergencies,Brooklyn,5520,03:55
2010/08,Medical Emergencies,Queens,4008,04:28
2010/08,Medical False Alarm,Citywide,495,04:12
2010/08,Medical False Alarm,Manhattan,135,04:13
2010/08,Medical False Alarm,Bronx,99,04:27
2010/08,Medical False Alarm,Staten Island,16,04:47
2010/08,Medical False Alarm,Brooklyn,151,03:48
2010/08,Medical False Alarm,Queens,94,04:31
2010/08,NonMedical Emergencies,Citywide,17261,04:53
2010/08,NonMedical Emergencies,Manhattan,4723,04:55
2010/08,NonMedical Emergencies,Bronx,3566,05:06
2010/08,NonMedical Emergencies,Staten Island,819,04:46
2010/08,NonMedical Emergencies,Brooklyn,4749,04:26
2010/08,NonMedical Emergencies,Queens,3404,05:17
2010/08,NonStructural Fires,Citywide,1466,04:27
2010/08,NonStructural Fires,Manhattan,321,04:24
2010/08,NonStructural Fires,Bronx,249,04:48
2010/08,NonStructural Fires,Staten Island,99,04:51
2010/08,NonStructural Fires,Brooklyn,454,03:55
2010/08,NonStructural Fires,Queens,343,04:50
2010/08,Structural Fires,Citywide,1960,03:56
2010/08,Structural Fires,Manhattan,423,04:01
2010/08,Structural Fires,Bronx,461,04:06
2010/08,Structural Fires,Staten Island,109,04:25
2010/08,Structural Fires,Brooklyn,622,03:32
2010/08,Structural Fires,Queens,345,04:14
2010/09,All Fire/Emergency Incidents,Citywide,43130,04:43
2010/09,All Fire/Emergency Incidents,Manhattan,10872,04:42
2010/09,All Fire/Emergency Incidents,Bronx,8017,04:49
2010/09,All Fire/Emergency Incidents,Staten Island,2385,05:01
2010/09,All Fire/Emergency Incidents,Brooklyn,11873,04:10
2010/09,All Fire/Emergency Incidents,Queens,9983,05:18
2010/09,False Alarm,Citywide,2321,04:25
2010/09,False Alarm,Manhattan,431,04:33
2010/09,False Alarm,Bronx,603,04:40
2010/09,False Alarm,Staten Island,180,04:22
2010/09,False Alarm,Brooklyn,485,03:54
2010/09,False Alarm,Queens,622,04:31
2010/09,Medical Emergencies,Citywide,18093,04:18
2010/09,Medical Emergencies,Manhattan,4853,04:24
2010/09,Medical Emergencies,Bronx,3283,04:25
2010/09,Medical Emergencies,Staten Island,835,04:25
2010/09,Medical Emergencies,Brooklyn,5265,03:56
2010/09,Medical Emergencies,Queens,3857,04:34
2010/09,Medical False Alarm,Citywide,462,04:15
2010/09,Medical False Alarm,Manhattan,118,04:20
2010/09,Medical False Alarm,Bronx,77,04:39
2010/09,Medical False Alarm,Staten Island,25,04:00
2010/09,Medical False Alarm,Brooklyn,157,03:46
2010/09,Medical False Alarm,Queens,85,04:47
2010/09,NonMedical Emergencies,Citywide,18634,05:12
2010/09,NonMedical Emergencies,Manhattan,4652,05:02
2010/09,NonMedical Emergencies,Bronx,3395,05:13
2010/09,NonMedical Emergencies,Staten Island,1111,05:31
2010/09,NonMedical Emergencies,Brooklyn,4855,04:31
2010/09,NonMedical Emergencies,Queens,4621,06:02
2010/09,NonStructural Fires,Citywide,1520,04:31
2010/09,NonStructural Fires,Manhattan,338,04:18
2010/09,NonStructural Fires,Bronx,241,04:51
2010/09,NonStructural Fires,Staten Island,119,05:58
2010/09,NonStructural Fires,Brooklyn,413,03:52
2010/09,NonStructural Fires,Queens,409,04:52
2010/09,Structural Fires,Citywide,2100,04:03
2010/09,Structural Fires,Manhattan,480,04:07
2010/09,Structural Fires,Bronx,418,04:08
2010/09,Structural Fires,Staten Island,115,04:36
2010/09,Structural Fires,Brooklyn,698,03:33
2010/09,Structural Fires,Queens,389,04:40
2010/10,All Fire/Emergency Incidents,Citywide,42655,04:34
2010/10,All Fire/Emergency Incidents,Manhattan,11249,04:41
2010/10,All Fire/Emergency Incidents,Bronx,8131,04:44
2010/10,All Fire/Emergency Incidents,Staten Island,2171,04:41
2010/10,All Fire/Emergency Incidents,Brooklyn,12254,04:05
2010/10,All Fire/Emergency Incidents,Queens,8850,04:57
2010/10,False Alarm,Citywide,2131,04:28
2010/10,False Alarm,Manhattan,448,04:40
2010/10,False Alarm,Bronx,461,04:37
2010/10,False Alarm,Staten Island,142,04:06
2010/10,False Alarm,Brooklyn,431,03:58
2010/10,False Alarm,Queens,649,04:37
2010/10,Medical Emergencies,Citywide,18731,04:18
2010/10,Medical Emergencies,Manhattan,5162,04:25
2010/10,Medical Emergencies,Bronx,3389,04:26
2010/10,Medical Emergencies,Staten Island,880,04:28
2010/10,Medical Emergencies,Brooklyn,5411,03:54
2010/10,Medical Emergencies,Queens,3889,04:34
2010/10,Medical False Alarm,Citywide,413,04:18
2010/10,Medical False Alarm,Manhattan,112,04:07
2010/10,Medical False Alarm,Bronx,90,04:45
2010/10,Medical False Alarm,Staten Island,15,04:50
2010/10,Medical False Alarm,Brooklyn,112,03:57
2010/10,Medical False Alarm,Queens,84,04:23
2010/10,NonMedical Emergencies,Citywide,17844,04:55
2010/10,NonMedical Emergencies,Manhattan,4713,04:59
2010/10,NonMedical Emergencies,Bronx,3456,05:03
2010/10,NonMedical Emergencies,Staten Island,939,04:56
2010/10,NonMedical Emergencies,Brooklyn,5216,04:21
2010/10,NonMedical Emergencies,Queens,3520,05:29
2010/10,NonStructural Fires,Citywide,1229,04:19
2010/10,NonStructural Fires,Manhattan,303,04:18
2010/10,NonStructural Fires,Bronx,199,04:37
2010/10,NonStructural Fires,Staten Island,87,04:44
2010/10,NonStructural Fires,Brooklyn,368,03:53
2010/10,NonStructural Fires,Queens,272,04:34
2010/10,Structural Fires,Citywide,2307,04:03
2010/10,Structural Fires,Manhattan,511,04:05
2010/10,Structural Fires,Bronx,536,04:12
2010/10,Structural Fires,Staten Island,108,04:37
2010/10,Structural Fires,Brooklyn,716,03:33
2010/10,Structural Fires,Queens,436,04:26
2010/11,All Fire/Emergency Incidents,Citywide,39277,04:33
2010/11,All Fire/Emergency Incidents,Manhattan,10084,04:42
2010/11,All Fire/Emergency Incidents,Bronx,7765,04:41
2010/11,All Fire/Emergency Incidents,Staten Island,2109,04:43
2010/11,All Fire/Emergency Incidents,Brooklyn,11241,04:03
2010/11,All Fire/Emergency Incidents,Queens,8078,04:52
2010/11,False Alarm,Citywide,1745,04:23
2010/11,False Alarm,Manhattan,341,04:28
2010/11,False Alarm,Bronx,392,04:35
2010/11,False Alarm,Staten Island,122,04:21
2010/11,False Alarm,Brooklyn,386,03:47
2010/11,False Alarm,Queens,504,04:38
2010/11,Medical Emergencies,Citywide,16848,04:17
2010/11,Medical Emergencies,Manhattan,4341,04:25
2010/11,Medical Emergencies,Bronx,3209,04:26
2010/11,Medical Emergencies,Staten Island,845,04:31
2010/11,Medical Emergencies,Brooklyn,4867,03:52
2010/11,Medical Emergencies,Queens,3586,04:31
2010/11,Medical False Alarm,Citywide,318,04:17
2010/11,Medical False Alarm,Manhattan,79,04:20
2010/11,Medical False Alarm,Bronx,67,04:33
2010/11,Medical False Alarm,Staten Island,13,04:36
2010/11,Medical False Alarm,Brooklyn,83,03:35
2010/11,Medical False Alarm,Queens,76,04:42
2010/11,NonMedical Emergencies,Citywide,16681,04:51
2010/11,NonMedical Emergencies,Manhattan,4454,05:00
2010/11,NonMedical Emergencies,Bronx,3383,04:59
2010/11,NonMedical Emergencies,Staten Island,910,04:52
2010/11,NonMedical Emergencies,Brooklyn,4754,04:19
2010/11,NonMedical Emergencies,Queens,3180,05:19
2010/11,NonStructural Fires,Citywide,1323,04:31
2010/11,NonStructural Fires,Manhattan,303,04:29
2010/11,NonStructural Fires,Bronx,208,04:42
2010/11,NonStructural Fires,Staten Island,117,05:44
2010/11,NonStructural Fires,Brooklyn,412,04:03
2010/11,NonStructural Fires,Queens,283,04:43
2010/11,Structural Fires,Citywide,2362,04:01
2010/11,Structural Fires,Manhattan,566,04:13
2010/11,Structural Fires,Bronx,506,04:06
2010/11,Structural Fires,Staten Island,102,04:27
2010/11,Structural Fires,Brooklyn,739,03:31
2010/11,Structural Fires,Queens,449,04:23
2010/12,All Fire/Emergency Incidents,Citywide,43763,05:02
2010/12,All Fire/Emergency Incidents,Manhattan,10732,05:01
2010/12,All Fire/Emergency Incidents,Bronx,8677,05:06
2010/12,All Fire/Emergency Incidents,Staten Island,2376,05:03
2010/12,All Fire/Emergency Incidents,Brooklyn,12646,04:38
2010/12,All Fire/Emergency Incidents,Queens,9332,05:31
2010/12,False Alarm,Citywide,1652,04:53
2010/12,False Alarm,Manhattan,304,04:45
2010/12,False Alarm,Bronx,402,05:02
2010/12,False Alarm,Staten Island,152,04:12
2010/12,False Alarm,Brooklyn,359,04:42
2010/12,False Alarm,Queens,435,05:12
2010/12,Medical Emergencies,Citywide,17654,04:38
2010/12,Medical Emergencies,Manhattan,4468,04:42
2010/12,Medical Emergencies,Bronx,3355,04:45
2010/12,Medical Emergencies,Staten Island,906,04:43
2010/12,Medical Emergencies,Brooklyn,5118,04:20
2010/12,Medical Emergencies,Queens,3807,04:53
2010/12,Medical False Alarm,Citywide,325,04:34
2010/12,Medical False Alarm,Manhattan,78,04:35
2010/12,Medical False Alarm,Bronx,58,04:53
2010/12,Medical False Alarm,Staten Island,16,04:54
2010/12,Medical False Alarm,Brooklyn,101,04:18
2010/12,Medical False Alarm,Queens,72,04:36
2010/12,NonMedical Emergencies,Citywide,20074,05:25
2010/12,NonMedical Emergencies,Manhattan,4984,05:18
2010/12,NonMedical Emergencies,Bronx,4042,05:26
2010/12,NonMedical Emergencies,Staten Island,1070,05:23
2010/12,NonMedical Emergencies,Brooklyn,5808,04:59
2010/12,NonMedical Emergencies,Queens,4170,06:07
2010/12,NonStructural Fires,Citywide,1358,05:16
2010/12,NonStructural Fires,Manhattan,324,05:11
2010/12,NonStructural Fires,Bronx,208,05:02
2010/12,NonStructural Fires,Staten Island,110,05:38
2010/12,NonStructural Fires,Brooklyn,371,04:41
2010/12,NonStructural Fires,Queens,345,06:03
2010/12,Structural Fires,Citywide,2700,04:14
2010/12,Structural Fires,Manhattan,574,04:15
2010/12,Structural Fires,Bronx,612,04:24
2010/12,Structural Fires,Staten Island,122,04:49
2010/12,Structural Fires,Brooklyn,889,03:51
2010/12,Structural Fires,Queens,503,04:30
2011/01,All Fire/Emergency Incidents,Citywide,41813,04:50
2011/01,All Fire/Emergency Incidents,Manhattan,10911,04:52
2011/01,All Fire/Emergency Incidents,Bronx,8258,05:04
2011/01,All Fire/Emergency Incidents,Staten Island,2058,05:05
2011/01,All Fire/Emergency Incidents,Brooklyn,12075,04:22
2011/01,All Fire/Emergency Incidents,Queens,8511,05:12
2011/01,False Alarm,Citywide,1477,04:44
2011/01,False Alarm,Manhattan,332,04:58
2011/01,False Alarm,Bronx,366,04:50
2011/01,False Alarm,Staten Island,76,04:53
2011/01,False Alarm,Brooklyn,354,04:15
2011/01,False Alarm,Queens,349,04:53
2011/01,Medical Emergencies,Citywide,16747,04:36
2011/01,Medical Emergencies,Manhattan,4078,04:35
2011/01,Medical Emergencies,Bronx,3298,04:48
2011/01,Medical Emergencies,Staten Island,845,04:47
2011/01,Medical Emergencies,Brooklyn,4881,04:16
2011/01,Medical Emergencies,Queens,3645,04:52
2011/01,Medical False Alarm,Citywide,272,04:36
2011/01,Medical False Alarm,Manhattan,69,04:31
2011/01,Medical False Alarm,Bronx,58,05:34
2011/01,Medical False Alarm,Staten Island,16,04:05
2011/01,Medical False Alarm,Brooklyn,76,03:53
2011/01,Medical False Alarm,Queens,53,04:53
2011/01,NonMedical Emergencies,Citywide,18962,05:09
2011/01,NonMedical Emergencies,Manhattan,5308,05:09
2011/01,NonMedical Emergencies,Bronx,3767,05:22
2011/01,NonMedical Emergencies,Staten Island,992,05:23
2011/01,NonMedical Emergencies,Brooklyn,5316,04:37
2011/01,NonMedical Emergencies,Queens,3579,05:40
2011/01,NonStructural Fires,Citywide,2014,04:20
2011/01,NonStructural Fires,Manhattan,538,04:15
2011/01,NonStructural Fires,Bronx,253,04:56
2011/01,NonStructural Fires,Staten Island,34,04:23
2011/01,NonStructural Fires,Brooklyn,693,03:57
2011/01,NonStructural Fires,Queens,496,04:42
2011/01,Structural Fires,Citywide,2341,04:09
2011/01,Structural Fires,Manhattan,586,04:15
2011/01,Structural Fires,Bronx,516,04:16
2011/01,Structural Fires,Staten Island,95,04:45
2011/01,Structural Fires,Brooklyn,755,03:44
2011/01,Structural Fires,Queens,389,04:29
2011/02,All Fire/Emergency Incidents,Citywide,36196,04:44
2011/02,All Fire/Emergency Incidents,Manhattan,9202,04:47
2011/02,All Fire/Emergency Incidents,Bronx,7296,04:59
2011/02,All Fire/Emergency Incidents,Staten Island,2076,04:50
2011/02,All Fire/Emergency Incidents,Brooklyn,10147,04:14
2011/02,All Fire/Emergency Incidents,Queens,7475,05:04
2011/02,False Alarm,Citywide,1413,04:39
2011/02,False Alarm,Manhattan,280,04:41
2011/02,False Alarm,Bronx,372,04:58
2011/02,False Alarm,Staten Island,104,04:15
2011/02,False Alarm,Brooklyn,300,04:02
2011/02,False Alarm,Queens,357,04:55
2011/02,Medical Emergencies,Citywide,14846,04:28
2011/02,Medical Emergencies,Manhattan,3749,04:35
2011/02,Medical Emergencies,Bronx,2891,04:41
2011/02,Medical Emergencies,Staten Island,783,04:36
2011/02,Medical Emergencies,Brooklyn,4293,04:05
2011/02,Medical Emergencies,Queens,3130,04:40
2011/02,Medical False Alarm,Citywide,243,04:25
2011/02,Medical False Alarm,Manhattan,48,04:28
2011/02,Medical False Alarm,Bronx,57,04:52
2011/02,Medical False Alarm,Staten Island,12,04:01
2011/02,Medical False Alarm,Brooklyn,88,04:07
2011/02,Medical False Alarm,Queens,38,04:30
2011/02,NonMedical Emergencies,Citywide,16199,05:03
2011/02,NonMedical Emergencies,Manhattan,4254,05:02
2011/02,NonMedical Emergencies,Bronx,3300,05:16
2011/02,NonMedical Emergencies,Staten Island,1041,05:06
2011/02,NonMedical Emergencies,Brooklyn,4352,04:31
2011/02,NonMedical Emergencies,Queens,3252,05:31
2011/02,NonStructural Fires,Citywide,1377,04:21
2011/02,NonStructural Fires,Manhattan,393,04:19
2011/02,NonStructural Fires,Bronx,206,04:43
2011/02,NonStructural Fires,Staten Island,36,04:49
2011/02,NonStructural Fires,Brooklyn,421,03:53
2011/02,NonStructural Fires,Queens,321,04:45
2011/02,Structural Fires,Citywide,2118,04:04
2011/02,Structural Fires,Manhattan,478,04:05
2011/02,Structural Fires,Bronx,470,04:21
2011/02,Structural Fires,Staten Island,100,04:29
2011/02,Structural Fires,Brooklyn,693,03:35
2011/02,Structural Fires,Queens,377,04:25
2011/03,All Fire/Emergency Incidents,Citywide,38210,04:31
2011/03,All Fire/Emergency Incidents,Manhattan,10221,04:38
2011/03,All Fire/Emergency Incidents,Bronx,7737,04:45
2011/03,All Fire/Emergency Incidents,Staten Island,1973,04:35
2011/03,All Fire/Emergency Incidents,Brooklyn,10754,04:03
2011/03,All Fire/Emergency Incidents,Queens,7525,04:47
2011/03,False Alarm,Citywide,1941,04:28
2011/03,False Alarm,Manhattan,389,04:38
2011/03,False Alarm,Bronx,535,04:40
2011/03,False Alarm,Staten Island,154,04:07
2011/03,False Alarm,Brooklyn,412,03:48
2011/03,False Alarm,Queens,451,04:47
2011/03,Medical Emergencies,Citywide,16821,04:14
2011/03,Medical Emergencies,Manhattan,4495,04:19
2011/03,Medical Emergencies,Bronx,3125,04:26
2011/03,Medical Emergencies,Staten Island,836,04:25
2011/03,Medical Emergencies,Brooklyn,4894,03:52
2011/03,Medical Emergencies,Queens,3471,04:27
2011/03,Medical False Alarm,Citywide,254,04:07
2011/03,Medical False Alarm,Manhattan,66,03:55
2011/03,Medical False Alarm,Bronx,56,04:24
2011/03,Medical False Alarm,Staten Island,12,04:38
2011/03,Medical False Alarm,Brooklyn,78,03:39
2011/03,Medical False Alarm,Queens,42,04:50
2011/03,NonMedical Emergencies,Citywide,15671,04:51
2011/03,NonMedical Emergencies,Manhattan,4394,04:57
2011/03,NonMedical Emergencies,Bronx,3293,05:06
2011/03,NonMedical Emergencies,Staten Island,790,04:48
2011/03,NonMedical Emergencies,Brooklyn,4279,04:20
2011/03,NonMedical Emergencies,Queens,2915,05:12
2011/03,NonStructural Fires,Citywide,1208,04:30
2011/03,NonStructural Fires,Manhattan,329,04:26
2011/03,NonStructural Fires,Bronx,191,04:53
2011/03,NonStructural Fires,Staten Island,76,04:56
2011/03,NonStructural Fires,Brooklyn,348,04:07
2011/03,NonStructural Fires,Queens,264,04:43
2011/03,Structural Fires,Citywide,2315,03:58
2011/03,Structural Fires,Manhattan,548,04:13
2011/03,Structural Fires,Bronx,537,04:05
2011/03,Structural Fires,Staten Island,105,04:29
2011/03,Structural Fires,Brooklyn,743,03:32
2011/03,Structural Fires,Queens,382,04:12
2011/04,All Fire/Emergency Incidents,Citywide,36778,04:34
2011/04,All Fire/Emergency Incidents,Manhattan,9589,04:42
2011/04,All Fire/Emergency Incidents,Bronx,7332,04:43
2011/04,All Fire/Emergency Incidents,Staten Island,1932,04:47
2011/04,All Fire/Emergency Incidents,Brooklyn,10549,04:10
2011/04,All Fire/Emergency Incidents,Queens,7376,04:48
2011/04,False Alarm,Citywide,1936,04:25
2011/04,False Alarm,Manhattan,440,04:26
2011/04,False Alarm,Bronx,559,04:33
2011/04,False Alarm,Staten Island,158,04:31
2011/04,False Alarm,Brooklyn,341,03:51
2011/04,False Alarm,Queens,438,04:36
2011/04,Medical Emergencies,Citywide,16511,04:14
2011/04,Medical Emergencies,Manhattan,4305,04:24
2011/04,Medical Emergencies,Bronx,3059,04:23
2011/04,Medical Emergencies,Staten Island,828,04:31
2011/04,Medical Emergencies,Brooklyn,4787,03:50
2011/04,Medical Emergencies,Queens,3532,04:26
2011/04,Medical False Alarm,Citywide,274,04:11
2011/04,Medical False Alarm,Manhattan,69,04:12
2011/04,Medical False Alarm,Bronx,61,04:20
2011/04,Medical False Alarm,Staten Island,13,04:31
2011/04,Medical False Alarm,Brooklyn,84,03:55
2011/04,Medical False Alarm,Queens,47,04:21
2011/04,NonMedical Emergencies,Citywide,14736,05:00
2011/04,NonMedical Emergencies,Manhattan,4066,05:04
2011/04,NonMedical Emergencies,Bronx,3054,05:05
2011/04,NonMedical Emergencies,Staten Island,752,05:07
2011/04,NonMedical Emergencies,Brooklyn,4148,04:38
2011/04,NonMedical Emergencies,Queens,2716,05:18
2011/04,NonStructural Fires,Citywide,1191,04:22
2011/04,NonStructural Fires,Manhattan,267,04:20
2011/04,NonStructural Fires,Bronx,152,04:35
2011/04,NonStructural Fires,Staten Island,72,04:47
2011/04,NonStructural Fires,Brooklyn,458,03:57
2011/04,NonStructural Fires,Queens,242,04:41
2011/04,Structural Fires,Citywide,2130,03:58
2011/04,Structural Fires,Manhattan,442,04:01
2011/04,Structural Fires,Bronx,447,04:07
2011/04,Structural Fires,Staten Island,109,04:42
2011/04,Structural Fires,Brooklyn,731,03:36
2011/04,Structural Fires,Queens,401,04:15
2011/05,All Fire/Emergency Incidents,Citywide,40071,04:36
2011/05,All Fire/Emergency Incidents,Manhattan,10933,04:38
2011/05,All Fire/Emergency Incidents,Bronx,7995,04:44
2011/05,All Fire/Emergency Incidents,Staten Island,2132,04:55
2011/05,All Fire/Emergency Incidents,Brooklyn,11037,04:14
2011/05,All Fire/Emergency Incidents,Queens,7974,04:50
2011/05,False Alarm,Citywide,2238,04:33
2011/05,False Alarm,Manhattan,519,04:28
2011/05,False Alarm,Bronx,616,04:38
2011/05,False Alarm,Staten Island,173,04:51
2011/05,False Alarm,Brooklyn,408,04:18
2011/05,False Alarm,Queens,522,04:37
2011/05,Medical Emergencies,Citywide,18625,04:14
2011/05,Medical Emergencies,Manhattan,4988,04:18
2011/05,Medical Emergencies,Bronx,3431,04:20
2011/05,Medical Emergencies,Staten Island,941,04:28
2011/05,Medical Emergencies,Brooklyn,5387,03:54
